prompt,question,students_answer,categories,grade1_rating,grader2_rating,grader1_categories,grader2_categories,model_categories,acceptable,weight_score,llm_rating,number,grader1_comment
"<i><blockquote><h3>My Roommate's Arrest</h3><h4>Part 1</h4><p margin=0>You're grabbing lunch with a group of friends—<b>Jordan</b>, <b>Alex</b>, and <b>Jamie</b>. The conversation turns to current events after Jordan brings up a headline in the news. <ol><div style=""list-style-type:none""><b>Jordan:</b> Hey, did you guys hear that my former roommate was arrested last night?! Crazy, right? </div> <ol><div div style=""list-style-type:none""><b>You:</b> No way! What happened? </div> </ol><div style=list-style-type:none><b>Jordan:</b> Apparently, my old roommate was at a party. This drunk chick starts dancing all close and coming on strong, you know? Well, they went back to his room and had sex. Three days later, she went to the police saying it was sexual assault.</div> <div style=list-style-type:none><b>Alex:</b> That's so messed up. You can't just change your mind like that. Sounds like another female who regrets her bad decisions.</div> <div style=list-style-type:none><b>Jamie:</b> Yeah, what's up with girls getting trashed, hanging all over guys, and then crying rape? I mean, if she didn't want it, why did she let him take her to a room?</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>While you've always considered yourself a good friend and someone who stands up for what's right, you're struggling with what to do in this situation. <b>Jordan</b>, your closest friend, has a habit of joking about sensitive topics without realizing the impact, so he probably didn't mean any harm.<br><br>You don't want to make things awkward, especially because everyone is laughing and doesn't seem bothered. Another friend's sister was sexually assaulted and died by suicide last year, so you know this is a serious issue.<br><br>You want to say something, but <b>Alex</b> is known for being defensive when challenged especially in a group setting, and <b>Jamie</b> has always been a jerk, often dismisses situations as ""overblown"" or as “just a joke.”    ",Imagine you decide the best course of action is to say something directly to the group. What do you say?,"It's unclear in this question if you are asking me what I would say if I were in the scenario of the woman dancing or I was in a group with these 3 yahoos (Alex, Jaime, and Jordan). If I were in the scenario, I would have used distraction or delegation to get the woman away from the guy and make sure she was protected. If I were responding to Aex, Jaime, and Jordan, I probably would've asked them if we were in the 1950's with some of their attitudes (women dancing provocatively = women agreeing to sex) or would have asked if they'd think about the situation the same if the woman were their wife or sister.", Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Question or Challenge the Behavior,,1,0.85,5,
"<i><blockquote><h3>My Roommate's Arrest</h3><h4>Part 1</h4><p margin=0>You're grabbing lunch with a group of friends—<b>Jordan</b>, <b>Alex</b>, and <b>Jamie</b>. The conversation turns to current events after Jordan brings up a headline in the news. <ol><div style=""list-style-type:none""><b>Jordan:</b> Hey, did you guys hear that my former roommate was arrested last night?! Crazy, right? </div> <ol><div div style=""list-style-type:none""><b>You:</b> No way! What happened? </div> </ol><div style=list-style-type:none><b>Jordan:</b> Apparently, my old roommate was at a party. This drunk chick starts dancing all close and coming on strong, you know? Well, they went back to his room and had sex. Three days later, she went to the police saying it was sexual assault.</div> <div style=list-style-type:none><b>Alex:</b> That's so messed up. You can't just change your mind like that. Sounds like another female who regrets her bad decisions.</div> <div style=list-style-type:none><b>Jamie:</b> Yeah, what's up with girls getting trashed, hanging all over guys, and then crying rape? I mean, if she didn't want it, why did she let him take her to a room?</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>While you've always considered yourself a good friend and someone who stands up for what's right, you're struggling with what to do in this situation. <b>Jordan</b>, your closest friend, has a habit of joking about sensitive topics without realizing the impact, so he probably didn't mean any harm.<br><br>You don't want to make things awkward, especially because everyone is laughing and doesn't seem bothered. Another friend's sister was sexually assaulted and died by suicide last year, so you know this is a serious issue.<br><br>You want to say something, but <b>Alex</b> is known for being defensive when challenged especially in a group setting, and <b>Jamie</b> has always been a jerk, often dismisses situations as ""overblown"" or as “just a joke.”    ","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","If the woman has female friends at the party, they could start dancing with her and get her away from the guy. Anyone could have intervened upon seeing them head towards a room. Frankly someone should have told the guy who wanted to have sex with the 'drunk girl' to back off.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Distract Direct,,1,0.85,4,
"<i><blockquote><h3>Showing Gratitude</h3><h4>Part 1</h4><p margin=0>You work in a warehouse. While organizing inventory, you overhear a conversation between <b>SrA Johnson</b> (your friend and coworker) and <b>1<sup>st</sup>Lt Franco</b> (your leader). At first, the conversation seems like normal business talk, but soon the tone changes. <ol><div style=""list-style-type:none""><b>SrA Johnson:</b> If I fail this review, then I don't get a promotion, and I'll be reassigned OCONUS. </div> <ol><div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> I hear you, Johnson, but sometimes, it's not just about the work. There are... other ways to get ahead around here. You know what I mean? </div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> No, what do you mean?</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> Listen, I've got influence around here. I can pull some strings to move you up the ranks, but you'd need to... show me some gratitude. This is just how things are done around here.</div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> It sounds like you're suggesting…</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco (cuts him off):</b> Look, you're a smart guy, Johnson. I know what you want, and you know what I want. We can make an arrangement that helps us both get “a head”. </div></ol></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You're still processing what you overheard. <b>1<sup>st</sup>Lt Franco's</b> offer about ""showing gratitude"" in exchange for a promotion seems coercive, but you're unsure whether to intervene. <b>1<sup>st</sup>Lt Franco</b> is influential within the team and a higher rank than you and <b>SrA Johnson</b>. You're worried that saying something could cause serious professional consequences. <br><br>Even though <b>SrA Johnson</b> is gay, <b>1<sup>st</sup>Lt Franco</b> is a total “ladies' man”, so it's hard to picture him asking <b>SrA Johnson</b> for sexual favors. Plus, you were eavesdropping. Maybe you didn't hear things correctly?<br><br>There's also the issue of <b>SrA Johnson's</b> role in all this. Maybe he doesn't feel pressured or coerced? After all, <b>SrA Johnson</b> didn't speak up or reject <b>1<sup>st</sup>Lt Franco's</b> offer. Maybe <b>SrA Johnson</b> is cool with it? Saying something to <b>SrA Johnson</b> would be awkward if you're wrong, and you not even sure what you'd say. <br><br>Either way, this is definitely none of your business. Still, you can't shake the feeling that <b>1<sup>st</sup>Lt Franco's</b> behavior is crossing a line.    ",Imagine you decide the best course of action is to say something directly to either SrA Johnson or 1stLt Franco. Who do you speak to and what do you say?,"I would speak to SrA Johnson to let him know what you heard/saw and to reiterate that what he experienced was not normal. If SrA Johnson didn't want to tell anyone what happened, I would raise the situation with the Shirt and possibly some outside agencies. The challenge with going to Lt Franco is that this person cannot be trusted and I would not want to give him time to build excuses or come up with a defense in advance of others talking with him.", Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Check In with the Person Targeted,,1,0.85,5,
"<h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol>    ",Active bystanders are motivated to take responsibility in risky situations. What is one positive outcome that could result when a bystander intervenes in situations like this?,Megan will feel protected and Jacob could avoid a situation where he may be accused of sexual harassment or assault and the trouble that comes from that kind of scenario. Friendships will reman intact since people won't feel they need to choose sides., Building Bystander Skills & Confidence  | Bystander Avoidance / Diffusion of Responsibility | Changing Perpetrator Behavior & Attitudes | Cultural or Peer-Norm Justification | Fear of Negative Consequences (Social / Professional) | Inspiring Collective Action | Lack of Confidence / Learned Helplessness | Minimizing or Dismissing Harm | Perpetrator-Excusing | Preventing Future Harms | Protecting Teams | Recognition and Rewards for the Bystander | Shaping Norms & Culture Change | Supporting the Victim | Victim-blaming ,,,,,Supporting the Victim,,0.5,0.85,3,
"<i><blockquote><h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You think that <b>Ken</b> is reading too much into the situation and interpret the situation differently. <b>Jacob</b> is an old fiend, and he doesn't mean any harm. He's just drinking and having a good time with a pretty girl.<br><br>Plus, you believe <b>Megan</b> would speak up for herself if someone crossed a line. On the other hand, <b>Megan</b> has been drinking, so maybe you should step in? You worry that if you're wrong, then <b>Megan</b> will think you don't trust her judgment or that she needs saving because she's a girl.<br><br>It feels like you're walking a fine line. A part of you wonders if you should just let <b>Ken</b> handle it since he's the one who is so concerned.",Imagine you decide the best course of action is to say something to directly to Jacob. What do you say?,Tell Jacob that Megan seems uncomfortable and that you think she isn't feeling him the way he's feeling her. Tell him to play it cool and let her come to him. Appeal to his ego - you know women don't like a guy who is too needy. If he persists tell him to stop being a creep and that he's going to get himself in trouble and will also impact your relationship with your friends., Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Express Disapproval or Disagreement,,1,0.85,5,
"<i><blockquote><h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You think that <b>Ken</b> is reading too much into the situation and interpret the situation differently. <b>Jacob</b> is an old fiend, and he doesn't mean any harm. He's just drinking and having a good time with a pretty girl.<br><br>Plus, you believe <b>Megan</b> would speak up for herself if someone crossed a line. On the other hand, <b>Megan</b> has been drinking, so maybe you should step in? You worry that if you're wrong, then <b>Megan</b> will think you don't trust her judgment or that she needs saving because she's a girl.<br><br>It feels like you're walking a fine line. A part of you wonders if you should just let <b>Ken</b> handle it since he's the one who is so concerned.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","Find a way to distract Jacob so that Ken can ask Megan how she feels, whether she's doing ok, and whether she wants Ken to find an excuse to separate her and Jacob. 

Have Ken ask Megan to help him get some waters for their group. Sit down in Megan's spot next to Jacob to get a better read on whether Megan needs some distance.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Distract Delegate,,1,0.85,4,
"<h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol>",Active bystanders are motivated to take responsibility in risky situations. What is one positive outcome that could result when a bystander intervenes in situations like this?,The Airmen feels protected by his colleagues after being sexually assaulted. SSgt Quinn's team can make it clear that her behavior will not be tolerated and that she will be held responsible for her disgusting behavior., Building Bystander Skills & Confidence  | Bystander Avoidance / Diffusion of Responsibility | Changing Perpetrator Behavior & Attitudes | Cultural or Peer-Norm Justification | Fear of Negative Consequences (Social / Professional) | Inspiring Collective Action | Lack of Confidence / Learned Helplessness | Minimizing or Dismissing Harm | Perpetrator-Excusing | Preventing Future Harms | Protecting Teams | Recognition and Rewards for the Bystander | Shaping Norms & Culture Change | Supporting the Victim | Victim-blaming ,,,,,Supporting the Victim,,0.5,0.85,3,
"<i><blockquote><h3>My Roommate's Arrest</h3><h4>Part 1</h4><p margin=0>You're grabbing lunch with a group of friends—<b>Jordan</b>, <b>Alex</b>, and <b>Jamie</b>. The conversation turns to current events after Jordan brings up a headline in the news. <ol><div style=""list-style-type:none""><b>Jordan:</b> Hey, did you guys hear that my former roommate was arrested last night?! Crazy, right? </div> <ol><div div style=""list-style-type:none""><b>You:</b> No way! What happened? </div> </ol><div style=list-style-type:none><b>Jordan:</b> Apparently, my old roommate was at a party. This drunk chick starts dancing all close and coming on strong, you know? Well, they went back to his room and had sex. Three days later, she went to the police saying it was sexual assault.</div> <div style=list-style-type:none><b>Alex:</b> That's so messed up. You can't just change your mind like that. Sounds like another female who regrets her bad decisions.</div> <div style=list-style-type:none><b>Jamie:</b> Yeah, what's up with girls getting trashed, hanging all over guys, and then crying rape? I mean, if she didn't want it, why did she let him take her to a room?</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>While you've always considered yourself a good friend and someone who stands up for what's right, you're struggling with what to do in this situation. <b>Jordan</b>, your closest friend, has a habit of joking about sensitive topics without realizing the impact, so he probably didn't mean any harm.<br><br>You don't want to make things awkward, especially because everyone is laughing and doesn't seem bothered. Another friend's sister was sexually assaulted and died by suicide last year, so you know this is a serious issue.<br><br>You want to say something, but <b>Alex</b> is known for being defensive when challenged especially in a group setting, and <b>Jamie</b> has always been a jerk, often dismisses situations as ""overblown"" or as “just a joke.”    ",Imagine you decide the best course of action is to say something directly to the group. What do you say?,"That it doesn't matter if the girl was drinking or her response, you should respect the person and not take advantage of their state of mind.", Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Express Disapproval or Disagreement,,1,0.85,5,
"<i><blockquote><h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You think that <b>Ken</b> is reading too much into the situation and interpret the situation differently. <b>Jacob</b> is an old fiend, and he doesn't mean any harm. He's just drinking and having a good time with a pretty girl.<br><br>Plus, you believe <b>Megan</b> would speak up for herself if someone crossed a line. On the other hand, <b>Megan</b> has been drinking, so maybe you should step in? You worry that if you're wrong, then <b>Megan</b> will think you don't trust her judgment or that she needs saving because she's a girl.<br><br>It feels like you're walking a fine line. A part of you wonders if you should just let <b>Ken</b> handle it since he's the one who is so concerned.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.",Get Megan away from Jacob and ask her in private if she is okay with the touching. Another way could be to mouth or sign to Megan asking if she is okay when Jacob is not looking., Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Delay Distract,,1,0.9,4,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","Hey, I think you should report to the shirt or your supervisor. What happened is not acceptable in the workplace.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Delegate Direct,,1,0.9,4,
"<i><blockquote><h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You think that <b>Ken</b> is reading too much into the situation and interpret the situation differently. <b>Jacob</b> is an old fiend, and he doesn't mean any harm. He's just drinking and having a good time with a pretty girl.<br><br>Plus, you believe <b>Megan</b> would speak up for herself if someone crossed a line. On the other hand, <b>Megan</b> has been drinking, so maybe you should step in? You worry that if you're wrong, then <b>Megan</b> will think you don't trust her judgment or that she needs saving because she's a girl.<br><br>It feels like you're walking a fine line. A part of you wonders if you should just let <b>Ken</b> handle it since he's the one who is so concerned.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.",Invite Megan to go to the restroom together and ask her how she is feeling about Jacob. Ask Megan if she is ready to go to remove her out of the situation and it gives her the opportunity to get out of the situation., Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Distract Delay,,1,0.9,4,
"<i><blockquote><h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You think that <b>Ken</b> is reading too much into the situation and interpret the situation differently. <b>Jacob</b> is an old fiend, and he doesn't mean any harm. He's just drinking and having a good time with a pretty girl.<br><br>Plus, you believe <b>Megan</b> would speak up for herself if someone crossed a line. On the other hand, <b>Megan</b> has been drinking, so maybe you should step in? You worry that if you're wrong, then <b>Megan</b> will think you don't trust her judgment or that she needs saving because she's a girl.<br><br>It feels like you're walking a fine line. A part of you wonders if you should just let <b>Ken</b> handle it since he's the one who is so concerned.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.",Ask Megan to go to the restroom with you and ask her how she is feeling.  Ask Ken to take Jacob away so you can talk with Megan., Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Delay Delegate,,1,0.9,4,
